,,,,,
EC2 INSTANCE,REGION :cn-north-1
InstanceID,Instance_State,InstanceName,Instance_Type,LaunchTime,Instance_Placement,VPC_Id,Contact,Environment,Project,Creator,Tier,Private IP Address,Public IP Address,Security Group
snap-cd645bfe,vol-058cbb80,2016-10-31 07:50:37+00:00,10
snap-8a5f60b9,vol-b0dccc0f,2016-11-20 18:11:18+00:00,90
snap-1c5b642f,vol-b210552f,2016-11-23 18:14:35+00:00,600
snap-6e5b645d,vol-dcd4c463,2016-11-02 06:10:21+00:00,10
snap-c25b64f1,vol-5bd3c3e4,2016-10-31 02:04:27+00:00,10
snap-8a5a65b9,vol-323702b7,2016-11-23 18:17:09+00:00,10
snap-b7576884,vol-323702b7,2016-11-11 18:16:54+00:00,10
snap-f35768c0,vol-186a5e9d,2016-11-09 18:18:44+00:00,490
snap-8a5669b9,vol-01265c9c,2016-11-03 06:13:00+00:00,90
snap-ed536cde,vol-4e255fd3,2016-11-21 18:13:37+00:00,90
snap-bd4f708e,vol-c7265c5a,2016-10-31 08:32:49+00:00,10
snap-4c4e717f,vol-17efc292,2016-11-21 18:15:59+00:00,10
snap-6a4c7359,vol-d1efc254,2016-11-10 18:15:03+00:00,90
snap-594c736a,vol-b210552f,2016-10-27 08:48:57+00:00,600
snap-62457a51,vol-b1dccc0e,2016-11-07 18:11:10+00:00,10
snap-b2447b81,vol-88c6f30d,2016-11-02 06:17:20+00:00,10
snap-34427d07,vol-9fdccc20,2016-10-31 07:42:42+00:00,90
snap-5d427d6e,vol-68dbcbd7,2016-10-31 07:20:32+00:00,90
snap-f7417ec4,vol-c4d5c57b,2016-11-19 18:10:27+00:00,10
snap-1f3f002c,vol-7b3702fe,2016-11-09 18:17:01+00:00,10
snap-863f00b5,vol-9fdccc20,2016-11-14 18:11:34+00:00,90
snap-193e012a,vol-196a5e9c,2016-11-24 18:18:56+00:00,490
snap-1c3e012f,vol-654176e0,2016-11-17 18:19:26+00:00,10
snap-e53c03d6,vol-f21a606f,2016-11-24 18:13:44+00:00,10
snap-163a0525,vol-85360300,2016-11-21 18:17:23+00:00,90
snap-2a390619,vol-68dbcbd7,2016-11-21 18:10:54+00:00,90
snap-933906a0,vol-cfccf94a,2016-11-23 18:17:41+00:00,10
snap-8e3807bd,vol-3aefc2bf,2016-11-16 18:16:28+00:00,90
snap-c23807f1,vol-255f24b8,2016-11-10 18:11:58+00:00,90
snap-4d36097e,vol-3fefc2ba,2016-11-03 18:15:57+00:00,90
snap-a5360996,vol-75f68ce8,2016-11-24 18:14:03+00:00,10
snap-0f350a3c,vol-b4d4c40b,2016-10-27 08:47:15+00:00,90
snap-fb340bc8,vol-02275d9f,2016-11-04 18:13:20+00:00,90
snap-e7340bd4,vol-03275d9e,2016-10-27 08:48:31+00:00,10
snap-d3320de0,vol-ca2c154f,2016-11-18 18:21:04+00:00,10
snap-60310e53,vol-cfccf94a,2016-11-18 18:17:53+00:00,10
snap-d5310ee6,vol-91d4c42e,2016-11-02 06:10:18+00:00,90
snap-542e1167,vol-e9d2fb6c,2016-10-31 02:11:01+00:00,10
snap-a92d129a,vol-7f6940fa,2016-11-22 18:16:54+00:00,500
snap-8b2d12b8,vol-b210552f,2016-10-31 08:34:29+00:00,600
snap-ef2d12dc,vol-3befc2be,2016-11-05 18:16:12+00:00,90
snap-5f2b146c,vol-0bbc918e,2016-10-31 08:36:35+00:00,90
snap-06281735,vol-80efc205,2016-11-11 18:15:18+00:00,90
snap-55271866,vol-7a3702ff,2016-11-02 06:17:04+00:00,90
snap-912619a2,vol-35dbcb8a,2016-10-27 08:47:26+00:00,10
snap-9f2619ac,vol-10efc295,2016-11-18 18:16:14+00:00,10
snap-99251aaa,vol-dcd4c463,2016-11-07 18:10:19+00:00,10
snap-32241b01,vol-b780b432,2016-11-10 18:18:52+00:00,90
snap-67231c54,vol-4e5f24d3,2016-11-01 04:02:04+00:00,10
snap-cc231cff,vol-9fdccc20,2016-11-19 18:11:38+00:00,90
snap-6a1f2059,vol-07133e82,2016-11-12 18:15:12+00:00,90
snap-da1e21e9,vol-4defc2c8,2016-11-07 18:16:31+00:00,10
snap-971926a4,vol-8edccc31,2016-11-15 18:11:56+00:00,10
snap-0f17283c,vol-33ccf9b6,2016-11-11 18:17:30+00:00,90
snap-1816292b,vol-e9d2fb6c,2016-11-20 18:17:11+00:00,10
snap-d8152aeb,vol-1b31049e,2016-11-12 18:17:11+00:00,10
snap-87132cb4,vol-afdccc10,2016-11-18 18:11:22+00:00,10
snap-c5132cf6,vol-92f78d0f,2016-11-01 04:03:56+00:00,10
snap-0f122d3c,vol-13efc296,2016-11-13 18:15:50+00:00,90
snap-66122d55,vol-aa5d2637,2016-11-19 18:12:29+00:00,10
snap-63112e50,vol-03275d9e,2016-11-06 18:13:13+00:00,10
snap-44112e77,vol-afdccc10,2016-11-24 18:11:24+00:00,10
snap-a2112e91,vol-15efc290,2016-10-31 02:09:46+00:00,10
snap-cb112ef8,vol-196a5e9c,2016-11-02 04:08:32+00:00,490
snap-a80f309b,vol-11efc294,2016-11-16 18:15:52+00:00,10
snap-cb0b34f8,vol-17efc292,2016-11-24 18:15:56+00:00,10
snap-3a093609,vol-c4d5c57b,2016-10-31 07:20:07+00:00,10
snap-6a093659,vol-9c6a5e19,2016-11-20 18:18:44+00:00,10
snap-f20639c1,vol-f2b98c77,2016-10-27 08:50:14+00:00,100
snap-cd043bfe,vol-a7c6f322,2016-11-10 18:17:04+00:00,90
snap-5a033c69,vol-7b3702fe,2016-11-14 18:16:55+00:00,10
snap-20ffc013,vol-263c0ba3,2016-11-14 18:19:37+00:00,600
snap-8effc0bd,vol-c4d5c57b,2016-11-08 18:10:25+00:00,10
snap-32fec101,vol-43efc2c6,2016-11-08 18:16:30+00:00,10
snap-c4fec1f7,vol-0fb98c8a,2016-11-05 18:17:42+00:00,8
snap-affac59c,vol-85360300,2016-11-10 18:16:48+00:00,90
snap-51f6c962,vol-b2d8c80d,2016-11-22 18:10:30+00:00,10
snap-43f6c970,vol-dcd4c463,2016-10-31 07:41:27+00:00,10
snap-69f5ca5a,vol-5bd3c3e4,2016-11-11 18:10:09+00:00,10
snap-36f3cc05,vol-88d8c837,2016-10-31 08:30:37+00:00,90
snap-53f2cd60,vol-19efc29c,2016-11-13 18:15:56+00:00,10
snap-e4f2cdd7,vol-e26a5e67,2016-11-18 18:19:15+00:00,10
snap-06f1ce35,vol-411439c4,2016-11-09 18:15:03+00:00,90
snap-6beed158,vol-bc165321,2016-11-19 18:14:19+00:00,100
snap-0fecd33c,vol-85360300,2016-11-07 18:17:03+00:00,90
snap-d8ecd3eb,vol-e1275d7c,2016-11-01 04:03:15+00:00,90
snap-bce9d68f,vol-a33e0926,2016-11-23 18:19:48+00:00,100
snap-c7e7d8f4,vol-533f08d6,2016-11-13 18:19:18+00:00,1000
snap-f6e4dbc5,vol-6b9b8bd4,2016-11-02 04:02:02+00:00,90
snap-48e3dc7b,vol-4e5f24d3,2016-10-31 07:43:12+00:00,10
snap-37e1de04,vol-234176a6,2016-11-04 18:19:08+00:00,100
snap-75e0df46,vol-260a4fbb,2016-11-15 18:14:09+00:00,10
snap-89dfe0ba,vol-b4d4c40b,2016-11-16 18:10:12+00:00,90
snap-88dde2bb,vol-9edccc21,2016-11-22 18:11:41+00:00,90
snap-91dae5a2,vol-1b340d9e,2016-11-21 18:20:10+00:00,90
snap-40d8e773,vol-13efc296,2016-11-10 18:15:35+00:00,90
snap-a6d8e795,vol-b2d8c80d,2016-11-03 06:10:30+00:00,10
snap-ddd3ecee,vol-ac5e2531,2016-11-11 18:12:15+00:00,290
snap-a0d1ee93,vol-19dbcba6,2016-11-07 18:10:48+00:00,90
snap-02cff031,vol-a2dccc1d,2016-11-08 18:11:25+00:00,90
snap-32ccf301,vol-5d265cc0,2016-11-04 18:12:58+00:00,10
snap-7bc7f848,vol-42efc2c7,2016-11-11 18:16:33+00:00,10
snap-00c5fa33,vol-03275d9e,2016-11-03 06:13:32+00:00,10
snap-7ec4fb4d,vol-aa6a5e2f,2016-11-08 18:18:26+00:00,490
snap-08c3fc3b,vol-1766238a,2016-11-07 18:14:31+00:00,500
snap-84c3fcb7,vol-90dccc2f,2016-11-23 18:11:50+00:00,90
snap-fbbf80c8,vol-c4d5c57b,2016-11-10 18:10:25+00:00,10
snap-c8bc83fb,vol-3aefc2bf,2016-10-31 02:10:35+00:00,90
snap-92bb84a1,vol-e3efc266,2016-11-05 18:15:18+00:00,90
snap-8cbb84bf,vol-9edccc21,2016-11-15 18:11:40+00:00,90
snap-66ba8555,vol-d9105544,2016-11-02 06:14:40+00:00,50
snap-12b98621,vol-91dccc2e,2016-11-01 04:01:44+00:00,10
snap-77b88744,vol-b12f1634,2016-11-19 18:20:51+00:00,90
snap-c5b788f6,vol-7a3702ff,2016-11-13 18:16:58+00:00,90
snap-9db689ae,vol-255f24b8,2016-10-31 07:21:53+00:00,90
snap-08b38c3b,vol-4cdbcbf3,2016-11-17 18:11:09+00:00,90
snap-2db18e1e,vol-91d4c42e,2016-10-31 07:19:57+00:00,90
snap-51b08f62,vol-74f68ce9,2016-11-14 18:13:56+00:00,90
snap-2daf901e,vol-90dccc2f,2016-11-18 18:11:55+00:00,90
snap-97ae91a4,vol-3befc2be,2016-11-03 06:16:40+00:00,90
snap-48ac937b,vol-17efc292,2016-11-16 18:15:46+00:00,10
snap-06ab9435,vol-305e25ad,2016-11-12 18:12:17+00:00,10
snap-efaa95dc,vol-e4165379,2016-11-19 18:14:29+00:00,100
snap-19a9962a,vol-3fefc2ba,2016-11-02 06:16:11+00:00,90
snap-6fa7985c,vol-c1cffa44,2016-10-31 02:11:47+00:00,10
snap-19a59a2a,vol-7a3702ff,2016-11-09 18:17:05+00:00,90
snap-90a59aa3,vol-7f6a5efa,2016-11-24 18:19:03+00:00,490
snap-dca59aef,vol-6c215bf1,2016-11-14 18:12:32+00:00,90
snap-f6a29dc5,vol-4cdbcbf3,2016-10-31 02:05:28+00:00,90
snap-2a9fa019,vol-dcd3c363,2016-11-03 06:10:07+00:00,10
snap-759ea146,vol-6b9b8bd4,2016-11-05 18:11:58+00:00,90
snap-519da262,vol-7e265ce3,2016-11-02 04:03:15+00:00,90
snap-489da27b,vol-3d695db8,2016-11-19 18:18:38+00:00,90
snap-5b9ba468,vol-11efc294,2016-11-14 18:15:44+00:00,10
snap-789aa54b,vol-9edccc21,2016-11-04 18:11:40+00:00,90
snap-1c95aa2f,vol-02275d9f,2016-11-24 18:13:32+00:00,90
snap-da91aee9,vol-f2b98c77,2016-11-17 18:17:48+00:00,100
snap-dd91aeee,vol-3fefc2ba,2016-11-08 18:16:06+00:00,90
snap-7a8cb349,vol-a4dccc1b,2016-11-17 18:11:24+00:00,10
snap-708ab543,vol-255f24b8,2016-11-08 18:12:04+00:00,90
snap-eb8ab5d8,vol-5bd3c3e4,2016-11-01 04:00:12+00:00,10
snap-9688b7a5,vol-d1efc254,2016-11-09 18:15:24+00:00,90
snap-2987b81a,vol-260a4fbb,2016-11-20 18:14:18+00:00,10
snap-ff87b8cc,vol-3eefc2bb,2016-11-19 18:16:31+00:00,90
snap-4386b970,vol-ab54602e,2016-11-04 18:18:41+00:00,90
snap-ef86b9dc,vol-db165346,2016-11-22 18:14:25+00:00,1000
snap-0885ba3b,vol-0bbc918e,2016-11-16 18:16:44+00:00,90
snap-d585bae6,vol-07133e82,2016-11-19 18:15:32+00:00,90
snap-c980bffa,vol-e9d2fb6c,2016-11-21 18:17:07+00:00,10
snap-167f4125,vol-7f1b61e2,2016-11-09 18:13:54+00:00,10
snap-717f4142,vol-9edccc21,2016-11-09 18:11:40+00:00,90
snap-877c42b4,vol-d4265c49,2016-10-31 07:22:33+00:00,10
snap-127d4321,vol-88d8c837,2016-10-31 07:41:39+00:00,90
snap-a97a449a,vol-b8ccf93d,2016-11-01 04:07:11+00:00,90
snap-32794701,vol-33ccf9b6,2016-11-04 18:17:21+00:00,90
snap-23764810,vol-e6153863,2016-11-03 18:14:49+00:00,10
snap-5876486b,vol-ff2c157a,2016-11-23 18:20:33+00:00,90
snap-e0744ad3,vol-f3b98c76,2016-11-03 16:39:35+00:00,8
snap-09754b3a,vol-7b3702fe,2016-11-19 18:17:20+00:00,10
snap-49754b7a,vol-17efc292,2016-10-31 02:09:52+00:00,10
snap-34734d07,vol-56255fcb,2016-11-03 18:13:30+00:00,490
snap-9b6f51a8,vol-0d6a5e88,2016-11-21 18:18:54+00:00,10
snap-426c5271,vol-4d1439c8,2016-11-01 04:04:59+00:00,90
snap-4d6c527e,vol-5bd3c3e4,2016-11-23 18:10:10+00:00,10
snap-b46c5287,vol-9fdccc20,2016-11-15 18:11:37+00:00,90
snap-916c52a2,vol-323702b7,2016-10-31 08:36:53+00:00,10
snap-3b6a5408,vol-4e5f24d3,2016-10-27 08:48:01+00:00,10
snap-f46b55c7,vol-e4b98c61,2016-11-03 18:17:27+00:00,8
snap-e36856d0,vol-5c87b3d9,2016-11-22 18:19:13+00:00,10
snap-b6645a85,vol-5bd3c3e4,2016-11-05 18:10:10+00:00,10
snap-f6635dc5,vol-afdccc10,2016-11-04 18:11:19+00:00,10
snap-8b615fb8,vol-0d6a5e88,2016-11-10 18:18:16+00:00,10
snap-a15c6292,vol-f0efc275,2016-11-03 18:15:24+00:00,10
snap-245d6317,vol-595e25c4,2016-11-01 04:02:17+00:00,90
snap-3f5a640c,vol-da1b6147,2016-11-22 18:13:50+00:00,90
snap-c75967f4,vol-595e25c4,2016-11-04 18:12:20+00:00,90
snap-c45967f7,vol-36d2fbb3,2016-10-31 02:11:04+00:00,90
snap-b857698b,vol-9854601d,2016-11-22 18:18:57+00:00,10
snap-d15769e2,vol-51215bcc,2016-11-08 18:12:28+00:00,10
snap-c25769f1,vol-9c6a5e19,2016-11-17 18:18:25+00:00,10
snap-b3546a80,vol-8ddccc32,2016-11-22 18:12:00+00:00,90
snap-96516fa5,vol-0d6a5e88,2016-10-31 07:49:30+00:00,10
snap-c14e70f2,vol-c7265c5a,2016-11-05 18:12:41+00:00,10
snap-164f7125,vol-d0153855,2016-11-20 18:15:10+00:00,10
snap-a44c7297,vol-37265caa,2016-11-02 06:13:02+00:00,90
snap-7b4d7348,vol-ac5e2531,2016-11-06 18:12:06+00:00,290
snap-954876a6,vol-74f68ce9,2016-11-23 18:14:06+00:00,90
snap-0949773a,vol-429aaec7,2016-11-05 18:18:46+00:00,10
snap-4947797a,vol-4d1439c8,2016-11-12 18:15:04+00:00,90
snap-fb4779c8,vol-e86a5e6d,2016-11-15 18:18:27+00:00,10
snap-76447a45,vol-6cb98ce9,2016-10-31 08:37:56+00:00,8
snap-1b427c28,vol-7f1b61e2,2016-11-14 18:13:50+00:00,10
snap-5b437d68,vol-b725682a,2016-11-18 18:14:57+00:00,10
snap-ff3e00cc,vol-67dbcbd8,2016-11-07 18:10:54+00:00,90
snap-d83d03eb,vol-42efc2c7,2016-11-17 18:16:35+00:00,10
snap-27380614,vol-46265cdb,2016-11-14 18:13:02+00:00,90
snap-f73608c4,vol-e1275d7c,2016-11-20 18:13:21+00:00,90
snap-11370922,vol-dcd4c463,2016-11-06 18:10:18+00:00,10
snap-51370962,vol-e26a5e67,2016-10-27 08:50:37+00:00,10
snap-a7370994,vol-6b9b8bd4,2016-11-07 18:11:59+00:00,90
snap-bc340a8f,vol-4e5f24d3,2016-11-18 18:12:17+00:00,10
snap-b8320c8b,vol-d1efc254,2016-11-15 18:15:24+00:00,90
snap-ae320c9d,vol-19efc29c,2016-11-15 18:16:00+00:00,10
snap-50300e63,vol-38efc2bd,2016-10-31 07:47:12+00:00,90
snap-db300ee8,vol-a7c6f322,2016-11-19 18:17:43+00:00,90
snap-d42f11e7,vol-8fdccc30,2016-11-20 18:11:55+00:00,10
snap-012c1232,vol-f3b98c76,2016-11-06 18:17:29+00:00,8
snap-7c2c124f,vol-38efc2bd,2016-11-17 18:16:19+00:00,90
snap-bc2c128f,vol-eb3c0b6e,2016-11-13 18:19:30+00:00,50
snap-352a1406,vol-9e15381b,2016-11-03 18:14:41+00:00,90
snap-512b1562,vol-7d6623e0,2016-11-22 18:14:44+00:00,10
snap-a42b1597,vol-9d275d00,2016-10-31 02:07:24+00:00,10
snap-932816a0,vol-a4dccc1b,2016-11-23 18:11:23+00:00,10
snap-e62917d5,vol-a8275d35,2016-11-24 18:13:22+00:00,10
snap-0926183a,vol-b8ccf93d,2016-11-21 18:17:41+00:00,90
snap-11271922,vol-afdccc10,2016-11-16 18:11:17+00:00,10
snap-00241a33,vol-42efc2c7,2016-10-31 02:10:44+00:00,10
snap-ff241acc,vol-5c87b3d9,2016-11-02 04:08:56+00:00,10
snap-fe251bcd,vol-88d8c837,2016-11-12 18:10:34+00:00,90
snap-5a221c69,vol-db6a5e5e,2016-11-14 18:18:23+00:00,10
snap-931e20a0,vol-1766238a,2016-11-02 04:04:36+00:00,500
snap-121f2121,vol-10efc295,2016-11-06 18:15:39+00:00,10
snap-f71d23c4,vol-62dbcbdd,2016-11-12 18:10:59+00:00,10
snap-731a2440,vol-e6153863,2016-11-21 18:15:14+00:00,10
snap-091b253a,vol-654176e0,2016-11-15 18:19:15+00:00,10
snap-bd1b258e,vol-1a31049f,2016-11-10 18:16:57+00:00,500
snap-6d18265e,vol-3aefc2bf,2016-11-04 18:16:14+00:00,90
snap-45182676,vol-0fb98c8a,2016-11-13 18:17:47+00:00,8
snap-f7122cc4,vol-d4265c49,2016-11-03 18:12:45+00:00,10
snap-6f0f315c,vol-305e25ad,2016-11-04 18:12:14+00:00,10
snap-fe0d33cd,vol-eb3c0b6e,2016-11-16 18:19:51+00:00,50
snap-a60b3595,vol-fd165360,2016-11-15 18:14:21+00:00,1000
snap-e10b35d2,vol-1766238a,2016-11-06 18:14:24+00:00,500
snap-d60b35e5,vol-09265c94,2016-11-09 18:12:53+00:00,10
snap-beffc18d,vol-75f68ce8,2016-11-06 18:13:46+00:00,10
snap-5df8c66e,vol-cfccf94a,2016-10-31 08:37:23+00:00,10
snap-82f8c6b1,vol-afdccc10,2016-11-12 18:11:19+00:00,10
snap-43f7c970,vol-7a3702ff,2016-11-03 06:17:25+00:00,90
snap-cff7c9fc,vol-4e5f24d3,2016-11-10 18:12:02+00:00,10
snap-d2f4cae1,vol-67dbcbd8,2016-11-21 18:10:57+00:00,90
snap-19f3cd2a,vol-4edbcbf1,2016-11-16 18:11:03+00:00,10
snap-56f0ce65,vol-e3efc266,2016-10-27 08:49:20+00:00,90
snap-d8f0ceeb,vol-429aaec7,2016-11-23 18:19:13+00:00,10
snap-3deed00e,vol-30261fb5,2016-11-23 18:20:50+00:00,8
snap-92edd3a1,vol-88d8c837,2016-11-14 18:10:31+00:00,90
snap-d6edd3e5,vol-30261fb5,2016-11-21 18:21:06+00:00,8
snap-04e8d637,vol-ca2c154f,2016-11-20 18:20:43+00:00,10
snap-cee8d6fd,vol-00255f9d,2016-11-10 18:13:18+00:00,10
snap-31e9d702,vol-f21a606f,2016-11-02 06:13:43+00:00,10
snap-bce4da8f,vol-9e15381b,2016-11-07 18:14:40+00:00,90
snap-74e3dd47,vol-d89baf5d,2016-11-03 18:18:48+00:00,90
snap-bce3dd8f,vol-abdbcb14,2016-11-24 18:10:38+00:00,10
snap-1fe0de2c,vol-0fb98c8a,2016-11-20 18:18:18+00:00,8
snap-0ae0de39,vol-f3b98c76,2016-11-09 18:17:43+00:00,8
snap-73e0de40,vol-260a4fbb,2016-11-02 06:14:18+00:00,10
snap-45e1df76,vol-09265c94,2016-10-27 08:48:19+00:00,10
snap-4fdee07c,vol-17efc292,2016-11-10 18:15:23+00:00,10
snap-3adfe109,vol-abdbcb14,2016-11-03 06:10:36+00:00,10
snap-4bdce278,vol-35dbcb8a,2016-11-20 18:10:40+00:00,10
snap-20dae413,vol-99d5c526,2016-11-22 18:10:23+00:00,90
snap-82dae4b1,vol-36d2fbb3,2016-11-18 18:17:19+00:00,90
snap-09dbe53a,vol-b780b432,2016-11-07 18:19:10+00:00,90
snap-6cdbe55f,vol-d0153855,2016-10-31 07:24:44+00:00,10
snap-51d4ea62,vol-4defc2c8,2016-10-31 07:47:30+00:00,10
snap-55d5eb66,vol-00255f9d,2016-11-20 18:13:31+00:00,10
snap-30d3ed03,vol-8edccc31,2016-11-21 18:11:57+00:00,10
snap-cfd0eefc,vol-88d8c837,2016-11-11 18:10:32+00:00,90
snap-6bcff158,vol-99d5c526,2016-11-14 18:10:22+00:00,90
snap-67ccf254,vol-a855612d,2016-11-21 18:19:13+00:00,10
snap-94ccf2a7,vol-7f1b61e2,2016-11-02 06:13:58+00:00,10
snap-6ccaf45f,vol-9d275d00,2016-10-31 08:33:11+00:00,10
snap-9ecaf4ad,vol-3befc2be,2016-11-07 18:16:15+00:00,90
snap-4ec9f77d,vol-f21b616f,2016-11-09 18:13:48+00:00,10
snap-61c7f952,vol-e3efc266,2016-11-06 18:15:16+00:00,90
snap-91c7f9a2,vol-92dccc2d,2016-11-13 18:11:43+00:00,10
snap-2cc0fe1f,vol-12efc297,2016-11-24 18:16:12+00:00,90
snap-bfc0fe8c,vol-e9d2fb6c,2016-11-11 18:16:48+00:00,10
snap-c3c0fef0,vol-6cb98ce9,2016-10-31 07:48:56+00:00,8
snap-23bb8510,vol-67dbcbd8,2016-11-22 18:10:54+00:00,90
snap-6dbb855e,vol-dcd4c463,2016-11-13 18:10:20+00:00,10
snap-52b98761,vol-a03e0925,2016-11-02 06:19:31+00:00,1000
snap-acb9879f,vol-bc165321,2016-11-02 06:14:25+00:00,100
snap-95b987a6,vol-533f08d6,2016-11-02 04:09:14+00:00,1000
snap-d5b688e6,vol-9edccc21,2016-11-24 18:11:46+00:00,90
snap-beb28c8d,vol-90dccc2f,2016-11-22 18:11:50+00:00,90
snap-c4b38df7,vol-8ddccc32,2016-11-05 18:11:55+00:00,90
snap-76b18f45,vol-dcd3c363,2016-10-31 07:19:46+00:00,10
snap-eab18fd9,vol-d9105544,2016-11-10 18:14:19+00:00,50
snap-95ae90a6,vol-e6153863,2016-11-10 18:14:39+00:00,10
snap-f3ae90c0,vol-80efc205,2016-11-09 18:15:20+00:00,90
snap-a9ad939a,vol-0d6a5e88,2016-11-14 18:18:33+00:00,10
snap-a2ab9591,vol-a2dccc1d,2016-11-16 18:11:27+00:00,90
snap-f9ab95ca,vol-ffffffff,2016-09-23 07:11:09+00:00,50
snap-84a896b7,vol-6c215bf1,2016-11-10 18:12:28+00:00,90
snap-3fa9970c,vol-429aaec7,2016-11-08 18:18:58+00:00,10
snap-e7a997d4,vol-a7b88d22,2016-11-24 18:18:28+00:00,8
snap-3da7990e,vol-12efc297,2016-11-21 18:16:16+00:00,90
snap-7ba29c48,vol-67dbcbd8,2016-11-04 18:10:55+00:00,90
snap-1da39d2e,vol-39efc2bc,2016-11-09 18:16:14+00:00,10
snap-ada19f9e,vol-01265c9c,2016-11-13 18:12:54+00:00,90
snap-679ea054,vol-a9f78d34,2016-11-04 18:14:01+00:00,90
snap-049ca237,vol-305e25ad,2016-11-21 18:12:18+00:00,10
snap-e394aad0,vol-8edccc31,2016-11-12 18:11:57+00:00,10
snap-9a92aca9,vol-da1b6147,2016-11-02 06:13:49+00:00,90
snap-d692ace5,vol-7f6a5efa,2016-11-14 18:18:42+00:00,490
snap-b793ad84,vol-263c0ba3,2016-11-22 18:19:47+00:00,600
snap-108fb123,vol-dcd4c463,2016-11-04 18:10:20+00:00,10
snap-328cb201,vol-263c0ba3,2016-11-01 04:09:15+00:00,600
snap-778cb244,vol-e4165379,2016-11-22 18:14:31+00:00,100
snap-a58db396,vol-88c6f30d,2016-10-27 08:50:03+00:00,10
snap-3788b604,vol-5c1821d9,2016-11-18 18:21:48+00:00,90
snap-e688b6d5,vol-10efc295,2016-11-24 18:16:06+00:00,10
snap-e588b6d6,vol-429aaec7,2016-11-10 18:18:37+00:00,10
snap-8489b7b7,vol-411439c4,2016-10-31 02:09:13+00:00,90
snap-e186b8d2,vol-34dbcb8b,2016-11-18 18:10:46+00:00,10
snap-ef82bcdc,vol-56255fcb,2016-11-23 18:13:37+00:00,490
snap-9380bea0,vol-1b31049e,2016-11-19 18:17:33+00:00,10
snap-cf81bffc,vol-16efc293,2016-11-03 06:16:02+00:00,90
snap-72794041,vol-8edccc31,2016-11-18 18:12:01+00:00,10
snap-b2794081,vol-0bbc918e,2016-11-15 18:16:38+00:00,90
snap-b0784183,vol-a0dccc1f,2016-11-19 18:11:35+00:00,10
snap-787b424b,vol-12efc297,2016-11-04 18:15:49+00:00,90
snap-207a4313,vol-b780b432,2016-11-06 18:19:02+00:00,90
snap-917d44a2,vol-b0dccc0f,2016-11-19 18:11:15+00:00,90
snap-677c4554,vol-4cdbcbf3,2016-11-03 18:11:10+00:00,90
snap-667e4755,vol-a7c6f322,2016-11-21 18:17:38+00:00,90
snap-9c7049af,vol-18efc29d,2016-11-21 18:16:22+00:00,90
snap-e4754cd7,vol-67dbcbd8,2016-10-31 02:05:12+00:00,90
snap-09744d3a,vol-f21a606f,2016-11-22 18:13:43+00:00,10
snap-6f744d5c,vol-3fefc2ba,2016-11-04 18:15:58+00:00,90
snap-fb774ec8,vol-a1b88d24,2016-11-21 18:18:32+00:00,100
snap-3b695008,vol-e4165379,2016-11-16 18:14:31+00:00,100
snap-4a695079,vol-56b98cd3,2016-11-23 18:18:12+00:00,100
snap-ec6851df,vol-81153804,2016-11-03 06:14:56+00:00,90
snap-1c6b522f,vol-15efc290,2016-11-19 18:15:55+00:00,10
snap-bf6b528c,vol-e1275d7c,2016-10-27 08:48:29+00:00,90
snap-a56b5296,vol-09261f8c,2016-11-18 18:21:28+00:00,100
snap-ed6d54de,vol-263c0ba3,2016-11-11 18:19:37+00:00,600
snap-5b6c5568,vol-91dccc2e,2016-11-16 18:11:45+00:00,10
snap-b56c5586,vol-d4265c49,2016-11-18 18:12:54+00:00,10
snap-6c6f565f,vol-234176a6,2016-11-09 18:19:19+00:00,100
snap-58625b6b,vol-1b31049e,2016-11-10 18:16:54+00:00,10
snap-74655c47,vol-19efc29c,2016-10-31 07:25:54+00:00,10
snap-80655cb3,vol-88c6f30d,2016-11-03 18:17:07+00:00,10
snap-a4645d97,vol-b8ccf93d,2016-11-14 18:17:22+00:00,90
snap-33675e00,vol-51215bcc,2016-11-10 18:12:22+00:00,10
snap-e4675ed7,vol-00b98c85,2016-11-03 06:18:15+00:00,8
snap-c7675ef4,vol-a0dccc1f,2016-11-15 18:11:34+00:00,10
snap-cb5b62f8,vol-89b88d0c,2016-11-10 18:17:47+00:00,100
snap-335d6400,vol-a1b88d24,2016-10-31 07:28:05+00:00,100
snap-205c6513,vol-263c0ba3,2016-11-09 18:19:40+00:00,600
snap-7a5f6649,vol-81153804,2016-11-14 18:14:39+00:00,90
snap-ca5f66f9,vol-255f24b8,2016-11-07 18:12:02+00:00,90
snap-1c5e672f,vol-5c87b3d9,2016-11-16 18:19:18+00:00,10
snap-615e6752,vol-61dbcbde,2016-11-17 18:11:02+00:00,90
snap-9d5168ae,vol-5bd3c3e4,2016-11-02 06:10:11+00:00,10
snap-2f536a1c,vol-03275d9e,2016-11-02 06:13:27+00:00,10
snap-7e536a4d,vol-0fb98c8a,2016-11-08 18:17:55+00:00,8
snap-80546db3,vol-255f24b8,2016-11-18 18:12:14+00:00,90
snap-53576e60,vol-8ddccc32,2016-11-12 18:12:00+00:00,90
snap-f9576eca,vol-b8ccf93d,2016-11-04 18:17:15+00:00,90
snap-99566faa,vol-e86a5e6d,2016-11-06 18:18:22+00:00,10
snap-7d49704e,vol-02275d9f,2016-10-27 08:48:32+00:00,90
snap-6f49705c,vol-8a31040f,2016-11-13 18:17:04+00:00,90
